"","game_str","play_id","Batter_Time_HF","throw_time","count_1B","count_OB","runner_on_1B","runner_on_B","Hit","Out","diff","hit_pred"
"22","1900_06_TeamKL_TeamB",60,4720,3994,0,60,0,1,0,1,726,2.10905020762549e-05
"23","1900_06_TeamKL_TeamB",79,4224,4026,0,0,0,0,0,1,198,0.122747370539922
"24","1900_06_TeamKL_TeamB",135,4555,4126,0,153,0,1,0,1,429,0.00296867439836541
"25","1900_06_TeamKL_TeamB",146,4488,4125,0,0,0,0,0,1,363,0.00886564270424207
"26","1900_06_TeamKL_TeamB",152,4819,4027,0,45,0,1,0,1,792,7.02051706112288e-06
"27","1900_07_TeamKL_TeamB",8,4555,4060,0,62,0,1,0,1,495,0.000990146838591676
"28","1900_07_TeamKL_TeamB",11,4191,3828,0,0,0,0,0,1,363,0.00886564270424207
"29","1900_07_TeamKL_TeamB",21,4719,4125,0,0,0,0,0,1,594,0.000190309855707345
"30","1900_07_TeamKL_TeamB",83,4059,4654,0,0,0,0,1,0,-595,0.999986992871533
"31","1900_07_TeamKL_TeamB",99,4587,4191,0,0,0,0,0,1,396,0.00513428759689841
"32","1900_07_TeamKL_TeamB",131,4620,4356,0,170,0,1,0,1,264,0.044503355262287
"33","1900_07_TeamKL_TeamB",134,4059,3927,0,0,0,0,0,1,132,0.295948372382838
"34","1900_07_TeamKL_TeamB",156,4818,3894,0,0,0,0,0,1,924,7.77900319846404e-07
"35","1900_07_TeamKL_TeamB",185,4323,4059,0,0,0,0,0,1,264,0.044503355262287
"36","1900_07_TeamKL_TeamB",187,4752,4555,0,0,0,0,0,1,197,0.124553358187416
"37","1900_08_TeamKL_TeamB",4,4225,4026,0,0,0,0,0,1,199,0.120963950925484
"38","1900_08_TeamKL_TeamB",52,4125,3927,0,147,0,1,0,1,198,0.122747370539922
"39","1900_08_TeamKL_TeamB",115,4390,4126,0,0,0,0,0,1,264,0.044503355262287
"40","1900_08_TeamKL_TeamB",134,4588,4192,0,0,0,0,0,1,396,0.00513428759689841
"41","1900_08_TeamKL_TeamB",186,3993,3960,0,0,0,0,0,1,33,0.686398078551927
"42","1900_09_TeamKK_TeamB",18,3697,3532,0,131,0,1,1,0,165,0.19518467701384
"43","1900_09_TeamKK_TeamB",58,4918,4291,0,173,0,1,0,1,627,0.00010980807588022
"44","1900_09_TeamKK_TeamB",155,4423,4225,0,0,0,0,0,1,198,0.122747370539922
"45","1900_09_TeamKK_TeamB",170,4357,4192,0,0,0,0,0,1,165,0.19518467701384
"46","1901_01_TeamLG_TeamA3",28,4500,4100,0,0,0,0,0,1,400,0.00480475288715952
"47","1901_01_TeamLG_TeamA3",155,4750,4850,0,0,0,0,1,0,-100,0.952574126822433
"48","1901_02_TeamLG_TeamA3",236,4650,4250,0,0,0,0,0,1,400,0.00480475288715952
"49","1901_03_TeamLG_TeamA3",21,4750,3650,0,0,0,0,0,1,1100,4.13993754739433e-08
"50","1901_03_TeamLG_TeamA3",96,4400,3850,0,36,0,1,0,1,550,0.000396145275328598
"51","1901_03_TeamLG_TeamA3",162,4850,3800,0,218,0,1,0,1,1050,9.52589597329547e-08
"52","1901_03_TeamLG_TeamA3",171,4750,4050,0,29,0,1,0,1,700,3.25294129755402e-05
"53","1901_03_TeamLG_TeamA3",176,4750,4400,0,115,0,1,0,1,350,0.0109869426305932
"54","1901_04_TeamLI_TeamA3",71,4600,4100,0,0,0,0,0,1,500,0.000911051194400645
"55","1901_04_TeamLI_TeamA3",142,4200,4250,0,0,0,0,1,0,-50,0.897215975082748
"56","1901_04_TeamLI_TeamA3",186,4450,4200,0,53,0,1,0,1,250,0.0555492601576117
"57","1901_04_TeamLI_TeamA3",248,4600,4300,0,0,0,0,1,0,300,0.024924426647114
"58","1901_06_TeamLI_TeamA3",131,4650,4000,0,0,0,0,0,1,650,7.48462275106112e-05
"59","1901_06_TeamLI_TeamA3",216,4850,3950,0,226,0,1,0,1,900,1.16049046545718e-06
"60","1901_07_TeamLK_TeamB",53,4400,4050,0,0,0,0,0,1,350,0.0109869426305932
"61","1901_07_TeamLK_TeamB",164,4300,4050,0,0,0,0,0,1,250,0.0555492601576117
"62","1901_07_TeamLK_TeamB",194,4450,4150,0,0,0,0,0,1,300,0.024924426647114
"63","1901_08_TeamLK_TeamB",158,4600,4450,0,0,0,0,0,1,150,0.237458028343903
"64","1901_08_TeamLK_TeamB",184,4550,4050,0,0,0,0,0,1,500,0.000911051194400645
"65","1901_09_TeamLK_TeamB",12,4550,4100,0,0,0,0,0,1,450,0.00209382511565899
"66","1901_09_TeamLK_TeamB",19,4350,4350,0,0,0,0,0,1,0,0.791391472673955
"67","1901_09_TeamLK_TeamB",38,4300,4050,0,189,0,1,0,1,250,0.0555492601576117
"68","1901_09_TeamLK_TeamB",42,4750,4550,0,0,0,0,1,0,200,0.119202922022118
"69","1901_09_TeamLK_TeamB",53,4250,3950,0,0,0,0,0,1,300,0.024924426647114
"70","1901_09_TeamLK_TeamB",160,4550,4800,0,0,0,0,0,1,-250,0.995929862284104
"71","1901_09_TeamLK_TeamB",207,4000,3550,0,0,0,0,0,1,450,0.00209382511565899
"72","1901_10_TeamLJ_TeamB",29,4300,4050,0,95,0,1,0,1,250,0.0555492601576117
"73","1901_10_TeamLJ_TeamB",93,4000,3750,0,0,0,0,0,1,250,0.0555492601576117
"74","1901_10_TeamLJ_TeamB",132,4650,4400,0,0,0,0,0,1,250,0.0555492601576117
"75","1901_10_TeamLJ_TeamB",185,4100,3850,0,0,0,0,0,1,250,0.0555492601576117
"76","1901_11_TeamLJ_TeamB",146,4250,4100,0,97,0,1,0,1,150,0.237458028343903
"77","1901_11_TeamLJ_TeamB",153,4600,4350,0,101,0,1,0,1,250,0.0555492601576117
"78","1901_15_TeamLL_TeamB",187,4800,3950,0,0,0,0,1,0,850,2.67025655115441e-06
"79","1901_16_TeamLH_TeamA3",214,4650,4150,0,0,0,0,0,1,500,0.000911051194400645
"80","1901_17_TeamLH_TeamA3",12,4200,3750,0,0,0,0,0,1,450,0.00209382511565899
"81","1901_17_TeamLH_TeamA3",163,4750,4150,0,0,0,0,1,0,600,0.000172202597119026
"82","1901_17_TeamLH_TeamA3",174,4750,4550,0,208,0,1,0,1,200,0.119202922022118
"83","1901_17_TeamLH_TeamA3",283,4350,4100,0,0,0,0,1,0,250,0.0555492601576117
"84","1901_18_TeamLH_TeamA3",30,4300,4050,0,0,0,0,0,1,250,0.0555492601576117
"85","1901_18_TeamLH_TeamA3",252,4450,4250,0,0,0,0,0,1,200,0.119202922022118
"86","1902_01_TeamMG_TeamA3",25,4350,4100,0,98,0,1,0,1,250,0.0555492601576117
"87","1902_02_TeamMG_TeamA3",79,4650,4200,0,0,0,0,0,1,450,0.00209382511565899
"88","1902_02_TeamMG_TeamA3",161,4750,4300,0,256,0,1,1,0,450,0.00209382511565899
"89","1902_02_TeamMG_TeamA3",302,4550,4200,0,16,0,1,0,1,350,0.0109869426305932
"90","1902_03_TeamMG_TeamA3",24,4250,4200,0,0,0,0,1,0,50,0.622459331201855
"91","1902_03_TeamMG_TeamA3",106,4450,4200,0,0,0,0,0,1,250,0.0555492601576117
"92","1902_03_TeamMG_TeamA3",187,4600,3850,0,104,0,1,1,0,750,1.4137484622237e-05
"93","1902_04_TeamML_TeamB",40,4050,3800,0,0,0,0,0,1,250,0.0555492601576117
"94","1902_04_TeamML_TeamB",43,4200,4300,0,0,0,0,1,0,-100,0.952574126822433
"95","1902_04_TeamML_TeamB",93,4400,4300,0,198,0,1,0,1,100,0.417429793537685
"96","1902_04_TeamML_TeamB",158,4500,4350,0,0,0,0,0,1,150,0.237458028343903
"97","1902_07_TeamMJ_TeamB",237,4300,4150,0,0,0,0,0,1,150,0.237458028343903
"98","1902_08_TeamMJ_TeamB",227,4300,3750,0,0,0,0,0,1,550,0.000396145275328598
"99","1902_08_TeamMJ_TeamB",316,4050,3800,0,0,0,0,0,1,250,0.0555492601576117
"100","1902_08_TeamMJ_TeamB",357,4400,4200,0,0,0,0,0,1,200,0.119202922022118
"101","1902_09_TeamMJ_TeamB",23,4400,4450,0,0,0,0,1,0,-50,0.897215975082748
"102","1902_10_TeamMI_TeamA3",114,4250,4200,0,0,0,0,0,1,50,0.622459331201855
"103","1902_10_TeamMI_TeamA3",176,4600,4150,0,0,0,0,0,1,450,0.00209382511565899
"104","1902_10_TeamMI_TeamA3",258,4250,3750,0,0,0,0,0,1,500,0.000911051194400645
"105","1902_10_TeamMI_TeamA3",268,4300,4150,0,0,0,0,0,1,150,0.237458028343903
"106","1902_11_TeamMI_TeamA3",11,4450,4100,0,0,0,0,0,1,350,0.0109869426305932
"107","1902_12_TeamMI_TeamA3",71,4450,4150,0,122,0,1,0,1,300,0.024924426647114
"108","1902_12_TeamMI_TeamA3",174,4850,3900,0,19,0,1,0,1,950,5.04347408201452e-07
"109","1902_12_TeamMI_TeamA3",225,4300,4000,0,0,0,0,0,1,300,0.024924426647114
"110","1902_12_TeamMI_TeamA3",240,4500,4050,0,0,0,0,0,1,450,0.00209382511565899
"111","1902_12_TeamMI_TeamA3",260,4650,4150,0,0,0,0,0,1,500,0.000911051194400645
"112","1902_13_TeamMD_TeamA2",17,4750,4150,0,0,0,0,0,1,600,0.000172202597119026
"113","1902_13_TeamMD_TeamA2",108,4600,3800,0,0,0,0,0,1,800,6.14417460221472e-06
"114","1902_13_TeamMD_TeamA2",248,4800,4200,0,0,0,0,0,1,600,0.000172202597119026
"115","1902_13_TeamMD_TeamA2",318,4350,4200,0,96,0,1,0,1,150,0.237458028343903
"116","1902_13_TeamMK_TeamB",4,4300,4400,0,0,0,0,1,0,-100,0.952574126822433
"117","1902_13_TeamMK_TeamB",182,4450,3850,0,0,0,0,1,0,600,0.000172202597119026
"118","1902_14_TeamMD_TeamA2",27,5000,4100,0,236,0,1,0,1,900,1.16049046545718e-06
"119","1902_14_TeamMK_TeamB",9,4700,4050,0,0,0,0,0,1,650,7.48462275106112e-05
"120","1902_14_TeamMK_TeamB",118,4500,3900,0,0,0,0,0,1,600,0.000172202597119026
"121","1902_15_TeamMK_TeamB",40,4550,4200,0,0,0,0,0,1,350,0.0109869426305932
"122","1902_15_TeamMK_TeamB",93,4550,3950,0,0,0,0,0,1,600,0.000172202597119026
"123","1902_15_TeamMK_TeamB",127,4550,4100,0,0,0,0,0,1,450,0.00209382511565899
"124","1902_15_TeamMK_TeamB",261,4400,4000,0,0,0,0,0,1,400,0.00480475288715952
"125","1902_16_TeamMD_TeamA2",112,4550,4250,0,0,0,0,0,1,300,0.024924426647114
"126","1902_16_TeamMD_TeamA2",149,4350,4100,0,37,0,1,0,1,250,0.0555492601576117
"127","1902_16_TeamMD_TeamA2",179,4300,4050,0,0,0,0,0,1,250,0.0555492601576117
"128","1902_16_TeamMD_TeamA2",244,4600,4000,0,210,0,1,0,1,600,0.000172202597119026
"129","1902_17_TeamMB_TeamA1",2,4400,3950,0,0,0,0,0,1,450,0.00209382511565899
"130","1902_17_TeamMB_TeamA1",9,4850,3850,0,0,0,0,0,1,1000,2.19188542573109e-07
"131","1902_17_TeamMB_TeamA1",38,4500,3950,0,36,0,1,0,1,550,0.000396145275328598
"132","1902_17_TeamMB_TeamA1",59,4150,3800,0,0,0,0,0,1,350,0.0109869426305932
"133","1902_17_TeamMB_TeamA1",80,4100,4100,0,0,0,0,1,0,0,0.791391472673955
"134","1902_17_TeamMB_TeamA1",129,4400,3800,0,0,0,0,0,1,600,0.000172202597119026
"135","1902_17_TeamMB_TeamA1",246,4450,3800,0,0,0,0,0,1,650,7.48462275106112e-05
"136","1902_18_TeamMB_TeamA1",28,4200,4250,0,20,0,1,1,0,-50,0.897215975082748
"137","1902_18_TeamMB_TeamA1",48,4700,3850,0,0,0,0,0,1,850,2.67025655115441e-06
"138","1902_18_TeamMB_TeamA1",86,4350,4050,0,0,0,0,0,1,300,0.024924426647114
"139","1902_18_TeamMB_TeamA1",90,4850,4950,0,0,0,0,1,0,-100,0.952574126822433
"140","1902_18_TeamMB_TeamA1",96,4450,4100,0,0,0,0,0,1,350,0.0109869426305932
"141","1902_18_TeamMB_TeamA1",112,4700,3650,0,0,0,0,0,1,1050,9.52589597329547e-08
"142","1902_18_TeamMB_TeamA1",158,4700,3900,0,143,0,1,0,1,800,6.14417460221472e-06
"143","1902_18_TeamMB_TeamA1",190,4800,3950,0,108,0,1,0,1,850,2.67025655115441e-06
"144","1902_18_TeamMB_TeamA1",193,3950,3700,0,0,0,0,0,1,250,0.0555492601576117
"145","1902_19_TeamME_TeamA2",23,4500,4250,0,0,0,0,0,1,250,0.0555492601576117
"146","1902_19_TeamME_TeamA2",24,4450,3950,0,0,0,0,0,1,500,0.000911051194400645
"147","1902_19_TeamME_TeamA2",62,4350,4000,0,208,0,1,0,1,350,0.0109869426305932
"148","1902_19_TeamME_TeamA2",154,4350,3900,0,0,0,0,0,1,450,0.00209382511565899
"149","1902_19_TeamME_TeamA2",161,4700,4350,0,0,0,0,0,1,350,0.0109869426305932
"150","1902_19_TeamME_TeamA2",235,4800,3850,0,0,0,0,0,1,950,5.04347408201452e-07
"151","1902_19_TeamME_TeamA2",243,4400,4650,0,23,0,1,1,0,-250,0.995929862284104
"152","1902_19_TeamME_TeamA2",261,4650,4050,0,105,0,1,0,1,600,0.000172202597119026
"153","1902_20_TeamME_TeamA2",8,4300,3950,0,0,0,0,0,1,350,0.0109869426305932
"154","1902_20_TeamME_TeamA2",53,4600,4000,0,0,0,0,0,1,600,0.000172202597119026
"155","1902_20_TeamME_TeamA2",95,4550,4050,0,0,0,0,0,1,500,0.000911051194400645
"156","1902_20_TeamME_TeamA2",105,4600,4650,0,0,0,0,1,0,-50,0.897215975082748
"157","1902_20_TeamME_TeamA2",141,4500,3700,0,0,0,0,0,1,800,6.14417460221472e-06
"158","1902_20_TeamME_TeamA2",171,4450,3900,0,107,0,1,0,1,550,0.000396145275328598
"159","1902_20_TeamME_TeamA2",193,4800,4250,0,0,0,0,0,1,550,0.000396145275328598
"160","1902_20_TeamME_TeamA2",198,4550,4200,0,0,0,0,0,1,350,0.0109869426305932
"161","1902_20_TeamME_TeamA2",232,4550,4200,0,0,0,0,0,1,350,0.0109869426305932
"162","1902_20_TeamME_TeamA2",241,4650,3650,0,40,0,1,1,0,1000,2.19188542573109e-07
"163","1902_21_TeamME_TeamA2",4,4300,4400,0,51,0,1,1,0,-100,0.952574126822433
"164","1902_21_TeamME_TeamA2",141,4050,3850,0,0,0,0,0,1,200,0.119202922022118
"165","1902_22_TeamMA_TeamA1",2,4600,3900,0,41,0,1,1,0,700,3.25294129755402e-05
"166","1902_22_TeamMA_TeamA1",84,4650,3900,0,26,0,1,0,1,750,1.4137484622237e-05
"167","1902_22_TeamMA_TeamA1",182,4100,4100,0,0,0,0,1,0,0,0.791391472673955
"168","1902_22_TeamMA_TeamA1",193,4300,3750,0,0,0,0,0,1,550,0.000396145275328598
"169","1902_22_TeamMA_TeamA1",195,4200,3850,0,0,0,0,0,1,350,0.0109869426305932
"170","1902_22_TeamMA_TeamA1",230,4400,3500,0,0,0,0,0,1,900,1.16049046545718e-06
"171","1902_23_TeamMA_TeamA1",3,4450,4050,0,28,0,1,0,1,400,0.00480475288715952
"172","1902_23_TeamMA_TeamA1",130,4550,4250,0,0,0,0,0,1,300,0.024924426647114
"173","1902_23_TeamMA_TeamA1",152,4900,4000,0,0,0,0,0,1,900,1.16049046545718e-06
"174","1902_23_TeamMA_TeamA1",222,4400,4100,0,0,0,0,0,1,300,0.024924426647114
"175","1902_23_TeamMA_TeamA1",255,4350,4150,0,100,0,1,0,1,200,0.119202922022118
"176","1902_24_TeamMA_TeamA1",58,4521,4125,0,0,0,0,0,1,396,0.00513428759689841
"177","1902_24_TeamMA_TeamA1",284,4686,4521,0,0,0,0,0,1,165,0.19518467701384
"178","1902_24_TeamMA_TeamA1",322,4290,3960,0,0,0,0,0,1,330,0.0152671538803744
"179","1902_24_TeamMA_TeamA1",327,4455,4290,0,0,0,0,0,1,165,0.19518467701384
"180","1902_25_TeamMH_TeamA3",79,3900,3500,0,0,0,0,0,1,400,0.00480475288715952
"181","1902_25_TeamMH_TeamA3",122,4300,4100,0,0,0,0,0,1,200,0.119202922022118
"182","1902_25_TeamMH_TeamA3",322,4500,4750,0,0,0,0,1,0,-250,0.995929862284104
"183","1902_26_TeamMC_TeamA1",230,4400,4150,0,0,0,0,0,1,250,0.0555492601576117
"184","1902_26_TeamMH_TeamA3",130,4400,4300,0,0,0,0,1,0,100,0.417429793537685
"185","1902_26_TeamMH_TeamA3",260,4400,4100,0,208,0,1,0,1,300,0.024924426647114
"186","1902_27_TeamMH_TeamA3",292,4300,3900,0,103,0,1,0,1,400,0.00480475288715952
"187","1902_28_TeamMC_TeamA1",28,4500,4250,0,0,0,0,0,1,250,0.0555492601576117
"188","1902_28_TeamMC_TeamA1",149,4150,4000,0,113,0,1,0,1,150,0.237458028343903
"189","1902_28_TeamMC_TeamA1",167,4500,4400,0,0,0,0,1,0,100,0.417429793537685
"190","1902_28_TeamMC_TeamA1",179,4500,3900,0,0,0,0,0,1,600,0.000172202597119026
"191","1902_29_TeamMF_TeamA2",24,4950,3900,0,21,0,1,0,1,1050,9.52589597329547e-08
"192","1902_29_TeamMF_TeamA2",95,4300,4250,0,46,0,1,1,0,50,0.622459331201855
"193","1902_30_TeamMF_TeamA2",29,4350,4350,0,111,0,1,1,0,0,0.791391472673955
"194","1902_30_TeamMF_TeamA2",107,4150,4100,0,27,0,1,1,0,50,0.622459331201855
"195","1902_31_TeamMF_TeamA2",19,4400,3750,0,22,0,1,0,1,650,7.48462275106112e-05
"196","1902_31_TeamMF_TeamA2",35,4900,4200,0,0,0,0,0,1,700,3.25294129755402e-05
"197","1902_31_TeamMF_TeamA2",66,4550,4150,0,0,0,0,0,1,400,0.00480475288715952
"198","1902_31_TeamMF_TeamA2",71,4900,3850,0,0,0,0,0,1,1050,9.52589597329547e-08
"199","1902_31_TeamMF_TeamA2",188,4650,4150,0,0,0,0,0,1,500,0.000911051194400645
"200","1902_31_TeamMF_TeamA2",198,4050,3700,0,111,0,1,0,1,350,0.0109869426305932
"201","1902_31_TeamMF_TeamA2",287,4700,4550,0,0,0,0,1,0,150,0.237458028343903
"202","1903_03_TeamNE_TeamA2",96,4700,4500,0,0,0,0,1,0,200,0.119202922022118
"203","1903_07_TeamND_TeamA2",74,4600,3900,0,0,0,0,0,1,700,3.25294129755402e-05
"204","1903_07_TeamND_TeamA2",78,4500,3900,0,0,0,0,0,1,600,0.000172202597119026
"205","1903_07_TeamND_TeamA2",81,4700,3800,0,0,0,0,0,1,900,1.16049046545718e-06
"206","1903_07_TeamND_TeamA2",110,4600,4100,0,328,0,1,0,1,500,0.000911051194400645
"207","1903_07_TeamND_TeamA2",125,4650,4050,0,169,0,1,0,1,600,0.000172202597119026
"208","1903_07_TeamND_TeamA2",290,4500,3900,0,0,0,0,0,1,600,0.000172202597119026
"209","1903_07_TeamND_TeamA2",313,4350,4100,0,188,0,1,0,1,250,0.0555492601576117
"210","1903_07_TeamND_TeamA2",317,4400,3650,0,0,0,0,0,1,750,1.4137484622237e-05
"211","1903_07_TeamND_TeamA2",322,4650,3850,0,0,0,0,0,1,800,6.14417460221472e-06
"212","1903_07_TeamND_TeamA2",340,4550,3750,0,161,0,1,0,1,800,6.14417460221472e-06
"213","1903_10_TeamNJ_TeamB",18,4350,3850,0,160,0,1,0,1,500,0.000911051194400645
"214","1903_10_TeamNJ_TeamB",38,4450,4200,0,0,0,0,0,1,250,0.0555492601576117
"215","1903_10_TeamNJ_TeamB",67,4350,4050,0,0,0,0,0,1,300,0.024924426647114
"216","1903_11_TeamNC_TeamA1",59,4450,4350,0,0,0,0,1,0,100,0.417429793537685
"217","1903_11_TeamNC_TeamA1",200,4750,4050,0,358,0,1,0,1,700,3.25294129755402e-05
"218","1903_13_TeamNG_TeamA3",60,4150,3850,0,0,0,0,0,1,300,0.024924426647114
"219","1903_13_TeamNG_TeamA3",207,4100,3750,0,0,0,0,0,1,350,0.0109869426305932
"220","1903_14_TeamNG_TeamA3",233,4250,4150,0,0,0,0,0,1,100,0.417429793537685
"221","1903_16_TeamNI_TeamA3",82,4700,4400,0,180,0,1,1,0,300,0.024924426647114
"222","1903_16_TeamNI_TeamA3",219,4800,4000,0,0,0,0,0,1,800,6.14417460221472e-06
"223","1903_17_TeamNI_TeamA3",84,4350,4150,0,82,0,1,0,1,200,0.119202922022118
"224","1903_19_TeamNL_TeamB",23,4550,4200,0,0,0,0,1,0,350,0.0109869426305932
"225","1903_19_TeamNL_TeamB",74,4650,4350,0,0,0,0,0,1,300,0.024924426647114
"226","1903_19_TeamNL_TeamB",264,4300,4100,0,0,0,0,0,1,200,0.119202922022118
"227","1903_19_TeamNL_TeamB",265,4450,4100,0,37,0,1,0,1,350,0.0109869426305932
"228","1903_22_TeamNA_TeamA1",135,4150,4050,0,0,0,0,0,1,100,0.417429793537685
"229","1903_22_TeamNA_TeamA1",246,4250,4900,0,0,0,0,1,0,-650,0.999994799063579
"230","1903_23_TeamNA_TeamA1",26,4050,3950,0,0,0,0,0,1,100,0.417429793537685
"231","1903_24_TeamNA_TeamA1",123,4650,4300,0,0,0,0,0,1,350,0.0109869426305932
"232","1903_25_TeamNK_TeamB",118,4900,4000,0,173,0,1,0,1,900,1.16049046545718e-06
"233","1903_25_TeamNK_TeamB",149,4350,4400,0,0,0,0,1,0,-50,0.897215975082748
"234","1903_25_TeamNK_TeamB",156,4550,4050,0,342,0,1,0,1,500,0.000911051194400645
"235","1903_25_TeamNK_TeamB",179,4400,4250,0,332,0,1,0,1,150,0.237458028343903
"236","1903_25_TeamNK_TeamB",184,4650,4150,0,0,0,0,0,1,500,0.000911051194400645
"237","1903_25_TeamNK_TeamB",219,4400,4150,0,0,0,0,0,1,250,0.0555492601576117
"238","1903_26_TeamNK_TeamB",10,4600,4300,0,41,0,1,0,1,300,0.024924426647114
"239","1903_26_TeamNK_TeamB",42,4500,4050,0,0,0,0,0,1,450,0.00209382511565899
"240","1903_26_TeamNK_TeamB",59,4150,3800,0,0,0,0,0,1,350,0.0109869426305932
"241","1903_26_TeamNK_TeamB",74,4700,4250,0,0,0,0,0,1,450,0.00209382511565899
"242","1903_26_TeamNK_TeamB",76,4450,3900,0,0,0,0,0,1,550,0.000396145275328598
"243","1903_26_TeamNK_TeamB",174,5000,4300,0,0,0,0,0,1,700,3.25294129755402e-05
"244","1903_26_TeamNK_TeamB",183,4850,4150,0,0,0,0,0,1,700,3.25294129755402e-05
"245","1903_26_TeamNK_TeamB",239,4700,4100,0,0,0,0,0,1,600,0.000172202597119026
"246","1903_27_TeamNH_TeamA3",128,4650,4450,0,38,0,1,0,1,200,0.119202922022118
"247","1903_27_TeamNH_TeamA3",150,4100,4100,0,35,0,1,1,0,0,0.791391472673955
"248","1903_27_TeamNK_TeamB",3,4686,4059,0,0,0,0,0,1,627,0.00010980807588022
"249","1903_27_TeamNK_TeamB",102,4422,3729,0,0,0,0,0,1,693,3.65546110668532e-05
"250","1903_27_TeamNK_TeamB",135,4422,3861,0,502,0,1,0,1,561,0.000329809108431591
"251","1903_27_TeamNK_TeamB",139,4356,3795,0,0,0,0,0,1,561,0.000329809108431591
"252","1903_27_TeamNK_TeamB",273,4686,3927,0,250,0,1,0,1,759,1.21682697431754e-05
"253","1903_28_TeamNF_TeamA2",110,4450,4200,0,91,0,1,0,1,250,0.0555492601576117
"254","1903_28_TeamNF_TeamA2",168,4350,4050,0,161,0,1,0,1,300,0.024924426647114
"255","1903_28_TeamNF_TeamA2",196,4400,4050,0,0,0,0,0,1,350,0.0109869426305932
"256","1903_28_TeamNF_TeamA2",256,4800,3900,0,0,0,0,0,1,900,1.16049046545718e-06
"257","1903_29_TeamNF_TeamA2",24,4350,4100,0,163,0,1,0,1,250,0.0555492601576117
"258","1903_29_TeamNF_TeamA2",31,4500,3900,0,167,0,1,0,1,600,0.000172202597119026
"259","1903_29_TeamNF_TeamA2",60,4700,4000,0,71,0,1,0,1,700,3.25294129755402e-05
"260","1903_29_TeamNF_TeamA2",67,4900,4100,0,0,0,0,0,1,800,6.14417460221472e-06
"261","1903_29_TeamNF_TeamA2",76,4850,4650,0,0,0,0,0,1,200,0.119202922022118
"262","1903_29_TeamNF_TeamA2",143,4650,4100,0,0,0,0,0,1,550,0.000396145275328598
"263","1903_29_TeamNF_TeamA2",197,4550,3950,0,0,0,0,0,1,600,0.000172202597119026
"264","1903_29_TeamNF_TeamA2",235,4650,4550,0,61,0,1,1,0,100,0.417429793537685
"265","1903_29_TeamNF_TeamA2",254,4900,4050,0,0,0,0,0,1,850,2.67025655115441e-06
"266","1903_30_TeamNB_TeamA1",22,4250,4300,0,160,0,1,1,0,-50,0.897215975082748
"267","1903_30_TeamNB_TeamA1",29,4450,3850,0,328,0,1,0,1,600,0.000172202597119026
"268","1903_30_TeamNB_TeamA1",61,4150,3900,0,0,0,0,0,1,250,0.0555492601576117
"269","1903_30_TeamNB_TeamA1",116,4250,4050,0,0,0,0,0,1,200,0.119202922022118
"270","1903_30_TeamNB_TeamA1",132,3800,3550,0,0,0,0,0,1,250,0.0555492601576117
"271","1903_30_TeamNF_TeamA2",1,4350,4150,0,0,0,0,0,1,200,0.119202922022118
"272","1903_30_TeamNF_TeamA2",32,4650,3950,0,167,0,1,0,1,700,3.25294129755402e-05
"273","1903_30_TeamNF_TeamA2",87,4500,4150,0,17,0,1,0,1,350,0.0109869426305932
