"","game_str","play_id","ball_landing_x","ball_landing_y","ball_landing_z","pos_catch","timestamp_hit_ground","timestamp_get_ball","timestamp_hit_into_play","hang_time","catch","player_start_x","player_start_y","distance_from_start","catch_prob"
"12","1900_01_TeamKJ_TeamB",144,-18.31497,336.639,4.14105,8,4775266,4775266,4769754,5512,1,19.2633,286.857,62.3728618887485,0.998841411440912
"13","1900_01_TeamKJ_TeamB",168,-33.7185,355.833,6.91485,8,5579007,5579007,5573033,5974,1,-11.4303,296.4729,63.4065085874471,0.999726468754714
"14","1900_01_TeamKJ_TeamB",207,-1.426152,355.962,5.27595,8,6865744,6865744,6860001,5743,1,8.0388,297.7896,58.9373687750166,0.999675098253358
"15","1900_01_TeamKJ_TeamB",263,100.6698,344.238,0,9,8944340,8944340,8938597,5743,1,143.0475,248.4615,104.733029219726,0.83998904168086
"16","1900_02_TeamKJ_TeamB",8,8.6724,259.1019,0,8,293459,293459,290489,2970,1,6.8733,299.3658,40.3040742856104,0.748715928652915
"17","1900_02_TeamKJ_TeamB",22,90.9855,212.3898,0,9,653051,653051,649585,3466,1,110.6706,254.7453,46.7064400512392,0.870558902340721
"18","1900_02_TeamKJ_TeamB",34,-135.1749,176.6931,5.40501,7,996997,996997,990099,6898,1,-127.3671,250.0302,73.7515557615567,0.99995182572034
"19","1900_02_TeamKJ_TeamB",38,28.77609,227.6559,2.802093,8,1239089,1239089,1232587,6502,1,-23.2419,289.8522,81.0817551446076,0.999478920200801
"20","1900_02_TeamKJ_TeamB",47,34.3986,298.9914,0,8,1424083,1424083,1420056,4027,1,-16.0659,305.4408,50.8749498339802,0.962830735732002
"21","1900_02_TeamKJ_TeamB",54,61.7799,369.066,0,9,1684857,1684857,1678817,6040,1,123.2562,259.5156,125.620960041905,0.443282972339808
"22","1900_02_TeamKJ_TeamB",56,172.6611,218.2737,0,9,1737038,1737038,1732714,4324,1,119.0586,263.1294,69.8946480693622,0.83595137170867
"23","1900_02_TeamKJ_TeamB",59,-16.76328,350.862,6.44097,8,1853678,1853678,1848694,4984,1,5.0469,300.9606,54.4594681721407,0.997637201203968
"24","1900_02_TeamKJ_TeamB",69,31.0935,286.2807,0,8,2243567,2243567,2240168,3399,1,-12.0174,304.0815,46.6413784042667,0.843516495750306
"25","1900_02_TeamKJ_TeamB",79,11.2353,233.6148,0,8,2622235,2622235,2617515,4720,1,-6.8457,297.3438,66.2443054307312,0.97062573713069
"26","1900_02_TeamKJ_TeamB",80,102.3495,229.2471,0,9,2655405,2655405,2652137,3268,1,122.2179,261.4515,37.840146642422,0.921229069358517
"27","1900_02_TeamKJ_TeamB",95,89.7462,274.2261,0,9,3187315,3187315,3183586,3729,1,118.9779,264.7899,30.7170010796953,0.993538165033206
"28","1900_02_TeamKJ_TeamB",129,38.0289,304.929,3.42387,8,4542076,4542076,4538380,3696,1,23.6415,266.8887,40.670157398884,0.971714161539916
"29","1900_02_TeamKJ_TeamB",135,48.9099,271.449,0,8,4663733,4663733,4659970,3763,1,11.511,285.5877,39.9822530493218,0.979422674639398
"30","1900_02_TeamKJ_TeamB",138,160.0149,220.8531,0,9,4778327,4778327,4774861,3466,1,124.6041,249.1671,45.3388062551276,0.890537880447107
"31","1900_02_TeamKJ_TeamB",151,-93.8994,291.6618,0,7,5339348,5339348,5335684,3664,1,-130.6842,252.9723,53.3853811571108,0.839844899928086
"32","1900_02_TeamKJ_TeamB",152,221.5809,221.2044,0,9,5380076,5380076,5374333,5743,1,121.8954,250.1154,103.793279316389,0.856796567800494
"33","1900_02_TeamKJ_TeamB",184,-6.03732,285.7881,0,8,6443006,6443006,6439639,3367,1,-8.0043,301.5984,15.9321874333188,0.997124089710564
"34","1900_02_TeamKJ_TeamB",186,-7.41855,250.7085,2.614326,8,6523373,6523373,6520105,3268,1,-7.6848,294.6441,43.9364067308935,0.833512756663432
"35","1900_02_TeamKJ_TeamB",196,-95.9028,196.8126,0,7,6952671,6952671,6949535,3136,1,-105.8097,231.6804,36.2478984832224,0.902645181873588
"36","1900_02_TeamKJ_TeamB",220,-4.95321,255.2934,0,8,7839584,7839584,7835227,4357,1,-5.0661,299.2113,43.9180450903965,0.995307546939289
"37","1900_02_TeamKJ_TeamB",224,-103.119,224.8146,0,7,7917509,7917509,7914869,2640,1,-115.1832,237.0078,17.1528145760397,0.96004844648938
"38","1900_02_TeamKJ_TeamB",243,-96.1818,216.672,0.44754,7,8401001,8401001,8398690,2311,1,-125.3172,206.5353,30.8484070909666,0.535492767475735
"39","1900_02_TeamKJ_TeamB",246,36.2019,286.0059,0,8,8690258,8690258,8686462,3796,1,-7.5516,298.0548,45.3822074546843,0.961753085510708
"40","1900_02_TeamKJ_TeamB",249,115.7109,205.0011,0,9,8765344,8765344,8761648,3696,1,118.3662,257.2995,52.3657642038193,0.870905474180015
"41","1900_02_TeamKJ_TeamB",255,-114.7926,208.6653,0,7,9105495,9105495,9101930,3565,1,-143.3457,249.891,50.148159089841,0.854116815854453
"42","1900_02_TeamKJ_TeamB",274,64.3749,278.8956,0,9,10297475,10297475,10293085,4390,1,126.3516,273.3141,62.2275219267166,0.948940843209036
"43","1900_02_TeamKJ_TeamB",278,12.78441,290.7174,3.25116,8,10610858,10610858,10607591,3267,1,16.4658,294.0135,4.9413467336446,0.999119684269068
"44","1900_03_TeamKJ_TeamB",15,93.2553,271.6119,2.684808,9,471392,471392,468059,3333,1,118.1997,263.9118,26.1058351977101,0.986819165516804
"45","1900_03_TeamKJ_TeamB",17,-78.2103,293.982,2.371587,7,542584,542584,538261,4323,1,-127.8237,253.3467,64.1304690895833,0.91887712146233
"46","1900_03_TeamKJ_TeamB",26,130.0596,262.8879,6.65757,9,902241,902241,899204,3037,1,131.5872,239.337,23.6003909410416,0.974588452583859
"47","1900_03_TeamKJ_TeamB",47,-112.4088,196.3203,5.19246,7,2011674,2011674,2007813,3861,1,-109.5003,252.9822,56.736498692288,0.866220276808035
"48","1900_03_TeamKJ_TeamB",57,-123.2208,294.3666,2.189928,7,2373641,2373641,2368031,5610,1,-126.9351,254.946,39.5951983054764,0.999965216626032
"49","1900_03_TeamKJ_TeamB",78,179.8497,194.1069,6.73014,9,3293659,3293659,3289863,3796,1,128.1018,251.4699,77.2551546720994,0.229496469798691
"50","1900_03_TeamKJ_TeamB",81,74.307,138.4113,0,9,3427923,3430894,3425844,2079,0,128.7309,254.4417,128.160113199739,6.81802949424088e-07
"51","1900_03_TeamKJ_TeamB",85,-167.0181,165.8748,0,7,3654965,3654965,3649850,5115,1,-127.4895,254.1198,96.6937963002798,0.649769237752257
"52","1900_03_TeamKJ_TeamB",99,-37.3407,346.728,5.06487,8,4184071,4184071,4175688,8383,1,21.1806,297.6504,76.3763927889371,0.999999578955567
"53","1900_03_TeamKJ_TeamB",103,-36.9858,343.668,3.23691,8,4291536,4291536,4287707,3829,1,-6.7167,300.0663,53.0784952471337,0.906109312185139
"54","1900_03_TeamKJ_TeamB",119,153.579,218.8377,4.88475,9,4917181,4917181,4911669,5512,1,125.5761,256.0281,46.5541433233391,0.999871689729963
"55","1900_03_TeamKJ_TeamB",133,-147.0249,273.1578,8.22954,7,5556853,5556853,5552331,4522,1,-121.4643,249.5535,34.7923447161872,0.999249777912079
"56","1900_03_TeamKJ_TeamB",139,112.3707,175.4328,0,9,5827660,5827660,5822115,5545,1,120.6849,252.2178,77.2338147875657,0.991874585747919
"57","1900_03_TeamKJ_TeamB",140,-109.5855,217.1445,0.0855597,7,5865318,5865318,5861787,3531,1,-120.2595,249.6399,34.2035860277837,0.979556362747174
"58","1900_03_TeamKJ_TeamB",154,-46.221,216.6675,3.92091,7,6415183,6415183,6410101,5082,1,-126.1542,250.5504,86.8180129618848,0.867498282146453
"59","1900_03_TeamKJ_TeamB",176,24.86067,252.3012,3.42327,8,7355004,7355004,7351076,3928,1,6.2328,322.0944,72.23633647256,0.485284815873489
"60","1900_03_TeamKJ_TeamB",202,96.6771,257.7723,0,9,8269576,8269576,8264526,5050,1,145.0731,248.2716,49.3197335403386,0.99907773233416
"61","1900_03_TeamKJ_TeamB",210,43.5831,231.6774,11.57694,8,8722736,8722736,8718511,4225,1,5.8569,318.8664,95.0009888761164,0.099207449894061
"62","1900_04_TeamKK_TeamB",2,-156.0405,237.1887,7.97871,7,29946,29946,24071,5875,1,-130.4988,231.4284,26.1831910771014,0.999997836871579
"63","1900_04_TeamKK_TeamB",13,-155.7225,195.7596,5.07798,7,380658,380658,375212,5446,1,-131.7087,222.9714,36.2924875102272,0.999961398391963
"64","1900_04_TeamKK_TeamB",24,183.4053,222.7146,0,9,685064,685064,681302,3762,1,132.9768,248.1876,56.4969675403026,0.826487404863645
"65","1900_04_TeamKK_TeamB",56,-30.4776,293.0574,0,8,1657758,1657758,1653863,3895,1,-6.4881,308.5407,28.5522098818988,0.997287913774008
"66","1900_04_TeamKK_TeamB",63,43.5324,308.013,6.23379,9,2070751,2070751,2064711,6040,1,135.3516,260.4252,103.418393903019,0.945943212783281
"67","1900_04_TeamKK_TeamB",84,-30.6006,351.546,6.4236,8,2865580,2865580,2860960,4620,1,-6.5211,290.0184,66.0716874463639,0.960000297233143
"68","1900_04_TeamKK_TeamB",88,51.6816,284.3355,4.9983,8,2959348,2959348,2955420,3928,1,15.4155,308.3622,43.50301509206,0.980923229026218
"69","1900_04_TeamKK_TeamB",89,-132.0183,233.142,8.63889,7,3018394,3018394,3012354,6040,1,-156.3501,249.627,29.3903337211404,0.999998083196067
"70","1900_04_TeamKK_TeamB",102,169.9527,223.1286,4.91475,9,3465415,3465415,3461587,3828,1,130.4118,243.1017,44.299068798565,0.97027091311976
"71","1900_04_TeamKK_TeamB",106,-31.7145,340.509,5.77125,8,3690444,3690444,3686781,3663,1,12.8235,309.4836,54.2789912319674,0.821899530555441
"72","1900_04_TeamKK_TeamB",112,-81.4818,318.471,0,7,3804774,3804774,3800549,4225,1,-144.6477,266.2191,81.9767770555783,0.402888465681544
"73","1900_04_TeamKK_TeamB",117,170.898,281.7291,6.84927,9,4024588,4024588,4019274,5314,1,134.3637,253.632,46.0890670864577,0.999762466450575
"74","1900_04_TeamKK_TeamB",143,-45.3633,253.7607,0,8,4980515,4980515,4976786,3729,1,-8.8368,298.9149,58.078283203707,0.773364828090036
"75","1900_04_TeamKK_TeamB",152,33.1215,275.4813,0,8,5439980,5439980,5436052,3928,1,-7.7115,297.9282,46.5961072259261,0.970958223712358
"76","1900_04_TeamKK_TeamB",177,123.4377,232.9479,0,9,6228142,6228142,6224676,3466,1,129.1815,248.0277,16.1366541290318,0.997893032044079
"77","1900_04_TeamKK_TeamB",178,90.1218,282.6624,0,9,6282435,6282435,6278970,3465,1,138.258,257.9652,54.1021759107709,0.705408084573008
"78","1900_04_TeamKK_TeamB",227,27.06258,347.883,3.34818,8,7802552,7802552,7798492,4060,1,-7.4805,303.9741,55.8678429429345,0.935412618706489
"79","1900_04_TeamKK_TeamB",242,-168.1353,300.78,5.94312,7,8378259,8378259,8373309,4950,1,-146.0559,248.7732,56.4996208004974,0.996476329459118
"80","1900_04_TeamKK_TeamB",253,-126.6237,174.4332,5.51844,7,8882280,8882280,8876538,5742,1,-133.5564,256.815,82.672990151137,0.99120614172675
"81","1900_04_TeamKK_TeamB",254,102.8646,262.4745,13.33968,9,8933207,8933207,8928620,4587,1,119.1246,252.8034,18.9187149460527,0.999934081802979
"82","1900_04_TeamKK_TeamB",260,98.3826,180.1647,5.80125,9,9154210,9154210,9148236,5974,1,134.4384,254.6949,82.7935470050655,0.995952782304318
"83","1900_05_TeamKK_TeamB",10,140.6631,168.7776,6.0273,9,359913,359913,353939,5974,1,134.0373,251.0643,82.5530267314894,0.996085494596089
"84","1900_05_TeamKK_TeamB",25,6.10332,353.79,4.75722,8,975161,975161,971068,4093,1,-6.9453,296.0475,59.1985032763025,0.910754284525598
"85","1900_05_TeamKK_TeamB",26,74.9406,219.8727,0,9,1027375,1027375,1023612,3763,1,121.9686,248.3016,54.9530266610493,0.855603873748898
"86","1900_05_TeamKK_TeamB",34,62.6175,234.384,0.729246,9,1313364,1314618,1310295,3069,0,132.903,259.9434,74.7885983195968,0.0333367356066695
"87","1900_05_TeamKK_TeamB",62,15.55473,297.7806,3.80364,8,2515839,2515839,2513100,2739,1,-17.415,302.9589,33.3739102767851,0.779391730073176
"88","1900_05_TeamKK_TeamB",66,148.7934,183.5007,0,9,2658355,2658355,2653537,4818,1,136.9758,255.1458,72.6131945569812,0.950185621285854
"89","1900_05_TeamKK_TeamB",72,92.733,258.3345,0.781725,9,2853845,2853845,2851270,2575,1,119.3796,265.3458,27.5535772496059,0.818816816757054
"90","1900_05_TeamKK_TeamB",91,-87.4071,221.6928,0,7,3395690,3395690,3392159,3531,1,-128.2488,245.7429,47.3967485055673,0.884248963060341
"91","1900_05_TeamKK_TeamB",94,-6.88104,297.5079,3.15702,8,3524080,3524080,3517710,6370,1,-7.6338,295.7631,1.9002564715322,0.999999986562441
"92","1900_05_TeamKK_TeamB",101,233.2773,229.362,0,9,3821324,3821324,3815845,5479,1,150.369,256.5744,87.2599617387608,0.960164039383685
"93","1900_05_TeamKK_TeamB",106,159.6612,294.8019,7.09362,9,4036418,4036418,4030808,5610,1,124.9185,249.5772,57.0291915897464,0.999606484432233
"94","1900_05_TeamKK_TeamB",118,48.2772,328.821,6.62799,8,4428981,4428981,4423403,5578,1,-3.3687,309.8073,55.0347142674512,0.999667175590685
"95","1900_05_TeamKK_TeamB",122,-103.6788,211.2096,0,7,4638630,4638630,4635296,3334,1,-122.7039,238.665,33.4028953710603,0.96455236422281
"96","1900_05_TeamKK_TeamB",123,-203.7231,256.1664,0,7,4681041,4681041,4675661,5380,1,-125.7216,252.1095,78.1069295252348,0.983949617377807
"97","1900_05_TeamKK_TeamB",136,-144.0906,230.3904,0,7,5246056,5246056,5242953,3103,1,-120.1836,254.3709,33.8616158688566,0.920240886588348
"98","1900_05_TeamKK_TeamB",153,141.8484,253.1649,8.20569,9,5881437,5881437,5875826,5611,1,129.5139,255.5049,12.5545007965271,0.999999195550792
"99","1900_05_TeamKK_TeamB",166,-160.2003,244.3113,0.2778963,7,6351991,6352420,6349318,2673,0,-122.6475,261.2718,41.2052344743966,0.486333216609
"100","1900_05_TeamKK_TeamB",171,91.9992,311.856,0,9,6537249,6537249,6532859,4390,1,122.4702,240.3897,77.6911441329705,0.683573663467229
"101","1900_05_TeamKK_TeamB",190,30.3918,377.691,4.20057,8,7248575,7248575,7244218,4357,1,-4.7412,300.9423,84.4078825743781,0.430945882799104
"102","1900_05_TeamKK_TeamB",225,-40.5468,328.707,6.71721,8,8540824,8540824,8537491,3333,1,-26.3718,306.798,26.0947294678446,0.986839254391759
"103","1900_05_TeamKK_TeamB",247,-65.8464,235.5708,5.43702,7,9171057,9171057,9166601,4456,1,-125.3403,258.2415,63.6669834034879,0.950212661078199
"104","1900_05_TeamKK_TeamB",265,-38.325,286.3971,2.486667,8,9771849,9771849,9765380,6469,1,14.5326,304.308,55.8097322746669,0.999982665921602
"105","1900_06_TeamKL_TeamB",2,-23.56341,243.8052,6.14433,8,19982,19982,15295,4687,1,-8.001,298.5177,56.8827413303728,0.990872097901782
"106","1900_06_TeamKL_TeamB",13,26.91924,262.5198,0,8,228674,228674,225043,3631,1,-4.6977,304.2237,52.3339867597874,0.844217761212656
"107","1900_06_TeamKL_TeamB",17,-42.9564,282.6513,4.53813,8,389970,389970,385646,4324,1,-25.4718,297.1116,22.6894581964841,0.999724897627886
"108","1900_06_TeamKL_TeamB",40,39.5826,291.0009,4.41111,8,953136,953136,949340,3796,1,-7.4835,305.5725,49.2701663866685,0.936051727431536
"109","1900_06_TeamKL_TeamB",54,-206.5065,255.9513,0,7,1353488,1353488,1348603,4885,1,-148.7871,258.228,57.7642839412902,0.994755178946298
"110","1900_06_TeamKL_TeamB",55,-56.6556,303.588,0,8,1397451,1397451,1392863,4588,1,19.647,304.107,76.3043650636056,0.838070189771618
"111","1900_06_TeamKL_TeamB",65,129.0396,244.3272,0,9,1772950,1772950,1769418,3532,1,151.5873,252.8919,24.1195535070614,0.994914635716863
"112","1900_06_TeamKL_TeamB",84,37.698,306.45,4.30575,8,2512066,2512066,2508337,3729,1,-4.9065,303.1326,42.7334595254117,0.966527754730207
"113","1900_06_TeamKL_TeamB",94,-177.4425,283.6596,3.89232,7,2844032,2844032,2838685,5347,1,-152.1024,249.8253,42.2715096075359,0.999875329744663
"114","1900_06_TeamKL_TeamB",98,-38.9613,292.1826,3.39528,8,2932254,2932254,2927469,4785,1,17.2233,298.7994,56.5728850192387,0.993739915009098
"115","1900_06_TeamKL_TeamB",100,96.3315,316.53,6.07371,9,3094508,3094508,3090019,4489,1,130.077,257.3607,68.1158192547076,0.920063960710735
"116","1900_06_TeamKL_TeamB",103,24.25701,351.258,5.59128,8,3151970,3151970,3148075,3895,1,-5.3451,307.8312,52.5563685455159,0.928680319466315
"117","1900_06_TeamKL_TeamB",108,-19.67727,279.1383,0,8,3261745,3261745,3258180,3565,1,-6.0066,306.2817,30.3916334179145,0.989194496034427
"118","1900_06_TeamKL_TeamB",113,-38.9961,296.6949,0,8,3561827,3561827,3557767,4060,1,23.2752,295.2177,62.288818607596,0.85561568166966
"119","1900_06_TeamKL_TeamB",116,-124.9278,249.0774,8.81403,7,3701967,3701967,3697940,4027,1,-141.1068,244.5657,16.7962935759649,0.999663717244031
"120","1900_06_TeamKL_TeamB",140,4.5339,282.732,0,8,4722352,4722352,4719679,2673,1,-6.3057,304.9317,24.7047284593455,0.903935920770157
"121","1900_06_TeamKL_TeamB",153,115.8453,350.418,0,8,5275683,5278950,5271062,4621,0,-4.6398,304.773,128.841473707071,0.00385563817691562
"122","1900_06_TeamKL_TeamB",166,21.55608,248.5752,0,8,5639828,5639828,5636693,3135,1,-7.3776,284.6361,46.2336062529455,0.697155554414495
"123","1900_07_TeamKL_TeamB",20,-78.1188,268.2195,3.4791,7,483192,483192,477449,5743,1,-127.9212,250.3956,52.8958453658697,0.999859825079558
"124","1900_07_TeamKL_TeamB",28,51.9837,240.0117,1.684827,9,749082,749082,744791,4291,1,126.4596,250.5678,75.2202826903755,0.684336842370877
"125","1900_07_TeamKL_TeamB",33,-68.2971,176.5482,0.0310833,7,888759,890641,886581,2178,0,-149.2806,269.1186,122.994334131333,1.96652326286419e-06
"126","1900_07_TeamKL_TeamB",39,151.5549,225.8301,3.96351,9,1057118,1057118,1052498,4620,1,127.8825,247.2414,31.9190584048152,0.999640768063355
"127","1900_07_TeamKL_TeamB",56,93.423,291.7782,4.49235,9,1564737,1564737,1558598,6139,1,127.3362,255.7836,49.4541844882716,0.999977743428236
"128","1900_07_TeamKL_TeamB",65,128.3583,277.5222,4.53108,9,1898485,1898485,1893699,4786,1,124.1847,243.4347,34.3420528391941,0.999715544617027
"129","1900_07_TeamKL_TeamB",72,165.1386,199.4715,0.461226,9,2052916,2052916,2049186,3730,1,127.5711,247.9653,61.3430166741904,0.684921985520249
"130","1900_07_TeamKL_TeamB",76,-17.43258,266.3928,4.93308,8,2243355,2243355,2240682,2673,1,-23.1624,290.5152,24.7935680972384,0.902856901782232
"131","1900_07_TeamKL_TeamB",80,160.3134,248.358,3.47892,9,2316659,2316659,2313029,3630,1,132.4932,258.4722,29.6016987634156,0.992234222625728
"132","1900_07_TeamKL_TeamB",104,205.1772,243.189,5.64678,9,3221494,3221494,3216247,5247,1,121.4421,255.1032,84.5784554934057,0.940360640777876
"133","1900_07_TeamKL_TeamB",107,193.0296,209.253,5.41314,9,3306219,3306219,3299849,6370,1,133.3434,260.0871,78.3999247018133,0.999435231168951
"134","1900_07_TeamKL_TeamB",108,-37.6728,316.572,6.39951,8,3339389,3339389,3334867,4522,1,-11.2101,294.1044,34.7140827482162,0.999257898920512
"135","1900_07_TeamKL_TeamB",114,181.212,238.6302,5.85513,9,3570358,3570358,3566794,3564,1,126.6339,254.1033,56.729056251801,0.70013508315657
"136","1900_07_TeamKL_TeamB",119,145.1322,202.8141,6.3834,9,3670760,3670760,3665413,5347,1,127.8948,250.6425,50.8397856537575,0.999589301950529
"137","1900_07_TeamKL_TeamB",122,-44.6061,226.6938,0,8,3843443,3847139,3841528,1915,0,31.4478,307.383,110.882562659103,4.29625169893643e-06
"138","1900_07_TeamKL_TeamB",146,-7.0044,133.3539,0,8,4651111,4654378,4649658,1453,0,30.1602,312.5922,183.050746188181,3.81344088429296e-11
"139","1900_07_TeamKL_TeamB",162,123.9912,191.1345,0,9,5322368,5323820,5319925,2443,0,131.7351,252.8673,62.216610186107,0.0225414674274746
"140","1900_07_TeamKL_TeamB",163,92.8098,335.265,0,8,5357518,5360357,5353921,3597,0,2.2779,302.8842,96.1485367868383,0.0107213962396124
"141","1900_07_TeamKL_TeamB",168,-114.7464,283.8183,1.499895,7,5677404,5677404,5674400,3004,1,-132.8142,273.1938,20.9600905792413,0.980175656052291
"142","1900_07_TeamKL_TeamB",181,8.10699,357.834,3.38922,8,6260571,6260571,6256676,3895,1,-2.5464,306.3219,52.6021973391045,0.928256719014505
"143","1900_07_TeamKL_TeamB",194,185.3718,178.236,3.25014,9,6795253,6795253,6790138,5115,1,129.1959,242.7588,85.550706955875,0.89741635607424
"144","1900_07_TeamKL_TeamB",195,31.7139,256.2861,0,8,6831625,6831625,6827202,4423,1,-3.8886,305.4552,60.7053407951887,0.962588820827165
"145","1900_07_TeamKL_TeamB",196,17.00577,287.6106,0,8,6888196,6888196,6883971,4225,1,-5.1687,328.5069,46.5211185750182,0.989450003571769
"146","1900_08_TeamKL_TeamB",19,-80.4456,302.013,7.04646,8,654174,654174,649817,4357,1,4.5231,306.8049,85.1037148736763,0.407373465917101
"147","1900_08_TeamKL_TeamB",26,157.5906,245.0427,3.59667,9,811344,811344,806492,4852,1,130.2123,255.9267,29.4623958104225,0.9998850229948
"148","1900_08_TeamKL_TeamB",29,-25.10805,159.1539,0.2719524,8,979934,982641,978482,1452,0,-21.6642,312.8433,153.727979805833,2.24984017519044e-09
"149","1900_08_TeamKL_TeamB",34,-110.5377,204.3678,8.40465,7,1109512,1109512,1104727,4785,1,-133.3173,253.032,53.7318763658966,0.995775720144755
"150","1900_08_TeamKL_TeamB",50,-124.9887,142.1856,0,7,1676969,1679808,1675352,1617,0,-141.0981,256.7079,115.649772873318,7.94376899508543e-07
"151","1900_08_TeamKL_TeamB",54,196.6785,221.022,3.64767,9,1849487,1849487,1845229,4258,1,121.2381,250.4382,80.9726297868607,0.464996045920844
"152","1900_08_TeamKL_TeamB",71,33.8361,292.2129,3.60453,8,2623127,2623127,2618869,4258,1,0.1116,311.2788,38.7408110790159,0.996786835644815
"153","1900_08_TeamKL_TeamB",85,-127.1727,161.5257,1.272207,7,3182167,3184346,3179890,2277,0,-143.1438,253.1124,92.9688101037117,0.000180399756176221
"154","1900_08_TeamKL_TeamB",86,72.0462,331.713,6.83598,8,3225635,3225635,3220552,5083,1,-19.2168,312.537,93.255853140701,0.728392627028354
"155","1900_08_TeamKL_TeamB",95,-52.1472,313.02,6.49158,8,3546379,3546379,3542121,4258,1,12.2139,305.145,64.8410889653312,0.891371604642734
"156","1900_08_TeamKL_TeamB",106,63.1503,270.5577,0,8,3793422,3793422,3788504,4918,1,6.4293,320.2908,75.4364174428372,0.947807951280849
"157","1900_08_TeamKL_TeamB",112,-60.8436,274.9392,4.54188,8,4034293,4034293,4028782,5511,1,6.2226,313.2924,77.2582884400114,0.9908454472802
"158","1900_08_TeamKL_TeamB",129,173.3508,241.6566,7.19571,9,4690336,4690336,4685055,5281,1,126.0444,252.6018,48.5560797841012,0.999624986681371
"159","1900_08_TeamKL_TeamB",141,173.3232,207.0837,0,9,5095936,5097916,5092437,3499,0,126.4008,250.1127,63.6647976731255,0.415618555079592
"160","1900_08_TeamKL_TeamB",169,-180.7479,221.7756,2.96892,7,6227416,6227416,6223225,4191,1,-122.4936,224.5386,58.3197877010025,0.941699838501841
"161","1900_08_TeamKL_TeamB",200,96.1068,205.9206,0,9,7469960,7469960,7466065,3895,1,129.2703,255.2871,59.4715819068234,0.832602031036873
"162","1900_08_TeamKL_TeamB",215,-72.5817,196.3317,0,7,8025403,8026657,8023587,1816,0,-145.7436,252.4977,92.2349346376415,4.09603651284102e-05
"163","1900_08_TeamKL_TeamB",219,-122.7411,251.0403,7.78161,7,8194059,8194059,8190758,3301,1,-143.0736,239.451,23.4034704849516,0.989867349570135
"164","1900_08_TeamKL_TeamB",234,147.5148,212.5797,0,9,8794092,8797227,8791979,2113,0,120.9756,257.1201,51.8476264529052,0.0304423426682185
"165","1900_08_TeamKL_TeamB",256,189.0204,191.5308,2.318739,9,9729060,9729060,9723252,5808,1,126.8262,236.4177,76.7004061609194,0.99692995592179
"166","1900_08_TeamKL_TeamB",262,97.4694,110.9133,0,9,10026998,10030760,10025248,1750,0,125.2839,246.3138,138.227861918283,5.41919854814925e-08
"167","1900_09_TeamKK_TeamB",3,28.0053,268.1571,0,8,54587,54587,50692,3895,1,7.7967,302.676,39.999274633048,0.986799338916765
"168","1900_09_TeamKK_TeamB",5,0.485991,269.9568,6.8904,8,131391,131391,125582,5809,1,-12.6471,301.5768,34.2389030083366,0.999991672327609
"169","1900_09_TeamKK_TeamB",20,-118.3215,247.9083,0,7,715614,715614,712512,3102,1,-123.8313,257.1744,10.7804686934289,0.996510347959697
"170","1900_09_TeamKK_TeamB",62,13.46397,350.676,5.45844,8,2152426,2152426,2146881,5545,1,-6.3861,318.0183,38.2171512320699,0.999964097342758
"171","1900_09_TeamKK_TeamB",68,9.06399,381.849,4.40184,8,2388478,2388478,2382834,5644,1,7.4019,298.983,82.8826670611419,0.987367619742282
"172","1900_09_TeamKK_TeamB",76,68.427,279.9828,1.826313,9,2555517,2555517,2551689,3828,1,127.6446,258.0318,63.1551308347944,0.702910472756491
